,id,brand_id,forum_topic_id,organization_id,problem_id,requester_id,submitter_id,created_at,description,due,external_id,followup_ids,priority,public,recipient,status,subject,type,updated_at,via_channel,via_followup_source_id,merged_ticket_ids
35,36,514,3,5,514,624,485,2021-01-02 04:51:31,Etincidunt sed quisquam quaerat ut modi amet. Numquam dolore numquam non porro numquam etincidunt sit. Eius ipsum eius voluptatem adipisci ipsum labore. Quaerat numquam est consectetur sit neque. Ipsum dolore est sed dolorem quisquam. Quisquam magnam dolor porro dolore amet voluptatem sit.,2021-06-25 11:51:31,,,low,False,gina00@crawford.com,new,Dolor est modi numquam non. Dolorem numquam quisquam quiquia. Dolor ipsum aliquam dolore velit adipisci non dolor. Porro dolore eius sed etincidunt dolor sit. Sit magnam amet aliquam aliquam. Etincidunt dolor quiquia consectetur numquam voluptatem adipisci etincidunt. Est voluptatem sed dolorem ipsum neque. Eius amet dolor velit quaerat.,question,2021-06-21 05:53:45,web_form,,
36,37,514,3,1,514,212,498,2021-08-02 23:15:05,Quaerat eius etincidunt voluptatem. Quaerat quisquam voluptatem labore neque est adipisci. Adipisci velit labore dolore. Porro quisquam modi labore numquam neque. Dolor magnam porro quaerat. Porro velit etincidunt adipisci sit tempora porro dolorem. Quaerat dolore neque numquam ipsum. Quisquam ipsum etincidunt dolor. Labore ipsum quaerat labore. Ipsum quaerat ut porro dolor sed aliquam etincidunt.,2022-02-13 12:32:00,,,low,False,richardsonjennifer@gmail.com,open,Adipisci velit etincidunt magnam. Labore adipisci labore eius consectetur amet. Porro dolor consectetur ut labore quiquia etincidunt. Modi consectetur numquam labore sit non. Magnam est dolore adipisci etincidunt aliquam voluptatem velit. Sit amet tempora eius est neque. Quaerat est dolore eius sit neque. Est ipsum eius sed magnam velit dolor. Consectetur neque labore sed aliquam velit consectetur non.,task,2021-08-21 02:38:09,chat,,
37,38,514,3,3,514,361,511,2021-08-03 16:25:45,Etincidunt eius amet consectetur. Modi quisquam ipsum porro. Adipisci quiquia aliquam dolorem quaerat eius consectetur porro. Neque ut voluptatem non. Dolor est porro quaerat neque. Etincidunt sit voluptatem aliquam.,2021-09-03 10:02:38,,,normal,False,brittanyromero@shaffer.com,open,Sit eius quaerat quisquam quaerat aliquam est voluptatem. Dolorem etincidunt quaerat sit dolorem neque modi. Aliquam eius dolor sit quaerat quisquam quisquam aliquam. Eius numquam ipsum magnam tempora labore. Non ut velit sit. Dolore labore etincidunt aliquam amet. Adipisci quaerat non dolore ut aliquam ut amet. Amet quisquam amet sit quaerat dolorem est.,problem,2022-01-17 04:29:23,chat,,
38,39,514,5,4,514,91,365,2021-01-24 07:17:39,Modi dolore voluptatem porro quisquam velit quaerat eius. Tempora adipisci amet voluptatem. Labore dolor tempora amet porro. Quisquam velit velit dolor magnam. Porro non sit quaerat sit adipisci. Voluptatem consectetur numquam neque ut non etincidunt. Aliquam adipisci quaerat quisquam amet tempora dolorem non. Quaerat eius sit modi labore eius adipisci.,2021-03-11 22:21:54,,,low,True,davisemily@gmail.com,solved,Quiquia sit velit neque modi sit. Voluptatem magnam quisquam eius dolorem porro neque velit. Tempora etincidunt consectetur ipsum etincidunt. Ipsum dolore voluptatem eius dolor sed numquam. Est eius eius eius non modi numquam. Ipsum tempora voluptatem dolor ipsum.,incident,2021-02-23 13:51:07,helpcenter,,
39,40,514,2,4,514,539,525,2021-04-24 19:02:30,Dolor eius neque aliquam velit modi magnam. Quisquam ipsum quiquia sit etincidunt. Consectetur quisquam quiquia quisquam ut. Non voluptatem sed magnam. Aliquam sed ut adipisci. Modi etincidunt numquam tempora voluptatem voluptatem dolorem. Porro est amet consectetur quiquia eius labore. Sit eius numquam quaerat dolorem. Quisquam non etincidunt dolor. Velit porro etincidunt adipisci quiquia ipsum.,2021-07-26 15:51:58,,,low,False,nbright@johnson.com,solved,Quisquam dolor aliquam magnam sed. Quaerat quiquia amet dolorem ipsum porro. Eius adipisci numquam magnam neque modi. Consectetur quiquia sed quisquam. Sit velit sit dolorem numquam etincidunt dolorem. Modi neque dolor etincidunt dolore numquam. Non ut numquam velit voluptatem.,problem,2021-06-27 19:58:53,web_form,,
40,41,514,2,5,514,586,881,2021-03-26 03:11:51,Dolor sed dolorem non numquam. Dolorem voluptatem aliquam quisquam labore velit. Aliquam velit adipisci numquam labore. Eius labore modi non quisquam ipsum. Amet tempora adipisci dolor dolor modi modi. Est modi aliquam dolorem quaerat numquam.,2022-01-15 03:40:39,,,low,True,johnstonvincent@hotmail.com,on-hold,Quisquam porro dolor quiquia. Etincidunt eius numquam dolor etincidunt quaerat. Etincidunt ipsum quiquia porro. Neque consectetur porro non dolorem eius neque est. Modi eius voluptatem ipsum consectetur. Dolor aliquam non quiquia sit neque quaerat. Quisquam porro est tempora sed neque. Quisquam est sed magnam eius dolore. Quisquam tempora labore dolor.,question,2021-10-31 18:47:14,web_form,,
41,42,514,3,2,514,947,99,2021-01-10 20:22:12,Quisquam consectetur aliquam aliquam porro tempora tempora. Eius dolor velit amet. Aliquam numquam quiquia sed amet. Porro quaerat voluptatem dolorem dolore sit etincidunt. Dolore labore dolorem adipisci porro non consectetur. Eius labore aliquam sit sed ut velit velit. Est dolorem non numquam. Labore amet magnam numquam.,2021-12-27 06:37:56,,,normal,False,cynthia37@farley.com,on-hold,Adipisci aliquam porro est est. Dolore ipsum numquam ipsum dolor neque dolorem magnam. Aliquam dolore sit sit modi dolor dolore eius. Aliquam aliquam dolorem sed ipsum aliquam. Non sit velit amet consectetur ipsum quiquia. Quaerat ut sit aliquam voluptatem voluptatem numquam modi.,question,2021-12-16 09:13:39,chat,,
42,43,514,1,1,514,224,646,2022-07-24 17:33:55,Labore labore magnam sed. Etincidunt quiquia labore numquam dolorem dolor. Numquam dolore quisquam ipsum aliquam ut modi. Etincidunt ut labore etincidunt eius numquam tempora quisquam. Ipsum ut magnam non quisquam est magnam tempora. Velit magnam eius dolor modi dolor. Etincidunt non quaerat voluptatem labore tempora ipsum porro.,2023-02-11 03:23:31,,,normal,False,vturner@stephens.org,new,Dolorem etincidunt magnam tempora dolor dolore dolorem labore. Est eius numquam quisquam velit numquam. Consectetur quisquam dolorem tempora eius consectetur. Neque ipsum porro quaerat aliquam tempora ut. Dolore ipsum eius porro est numquam sit quaerat. Tempora ipsum voluptatem sed. Quaerat est magnam quaerat non. Labore aliquam aliquam dolorem modi consectetur.,problem,2023-01-17 12:14:35,helpcenter,,
43,44,514,2,2,514,863,789,2021-09-11 04:34:04,Ipsum eius aliquam sed ut non. Dolore dolorem non sed etincidunt. Consectetur dolorem sit quaerat est etincidunt modi. Adipisci numquam adipisci numquam quaerat. Modi non dolorem velit sed. Modi etincidunt est quaerat dolorem. Porro tempora adipisci voluptatem. Non quaerat consectetur ut neque quiquia non. Etincidunt numquam modi quaerat quiquia numquam eius magnam.,2021-09-19 06:40:04,,,high,True,gonzalezjames@yahoo.com,solved,Voluptatem neque porro modi adipisci etincidunt. Voluptatem quaerat eius quisquam magnam aliquam non dolore. Magnam quisquam labore sit aliquam quiquia. Adipisci numquam ipsum ut aliquam neque. Dolor voluptatem sed magnam aliquam dolore. Eius quisquam ut amet sit modi dolor ut. Magnam dolorem ut quaerat sit dolorem. Quiquia dolore sed magnam sit magnam dolorem quaerat. Non numquam numquam est quisquam quisquam.,task,2022-07-20 19:39:04,helpcenter,,
44,45,514,2,3,514,786,637,2022-03-23 21:28:31,Modi etincidunt ipsum dolorem neque consectetur. Non labore sed labore modi. Consectetur ut sed ipsum. Quisquam est sed numquam. Etincidunt neque est modi velit. Labore neque quaerat etincidunt numquam labore quiquia. Ipsum numquam adipisci magnam ut sit. Porro non tempora consectetur quisquam modi dolorem porro.,2022-08-10 11:41:10,,,urgent,True,grichards@hotmail.com,open,Numquam eius ut labore est. Est non quiquia voluptatem. Aliquam amet quaerat non dolorem amet. Labore non dolor eius. Quisquam quaerat quiquia quiquia. Tempora neque sed eius. Dolor adipisci aliquam ut ipsum porro.,question,2023-03-14 08:55:48,mail,,
45,46,514,1,5,514,712,672,2022-03-25 13:27:37,Consectetur aliquam dolorem porro sit voluptatem ut. Est ut labore velit. Quiquia ut velit etincidunt etincidunt consectetur quaerat numquam. Non non consectetur aliquam non. Velit modi est numquam aliquam voluptatem amet. Porro aliquam non neque velit. Dolore dolore consectetur consectetur dolore dolore. Velit dolor numquam tempora. Sit amet porro velit eius sit quiquia.,2022-09-11 21:21:38,,,urgent,True,teresa01@young.biz,on-hold,Quiquia voluptatem ipsum amet dolor consectetur. Tempora adipisci ut ut. Adipisci velit voluptatem adipisci. Dolore dolore adipisci quisquam. Ut ipsum consectetur dolor. Porro labore consectetur dolore aliquam sit dolorem. Sit consectetur porro sit.,incident,2022-09-08 11:40:42,helpcenter,,
46,47,514,3,3,514,825,867,2021-05-01 22:17:58,Est sit eius sed numquam labore quisquam. Labore magnam tempora quiquia. Non ipsum aliquam aliquam dolorem voluptatem velit est. Porro quaerat dolor adipisci eius etincidunt tempora. Sed sed dolorem quisquam eius. Sed dolor quaerat quisquam ipsum neque. Aliquam amet velit amet aliquam aliquam. Porro labore eius magnam tempora neque modi dolore. Consectetur numquam etincidunt sit quisquam non.,2022-03-29 21:58:19,,,high,False,tylercurtis@yahoo.com,pending,Sed porro dolore modi. Etincidunt est modi non dolorem eius ipsum. Ipsum porro dolorem dolor. Ipsum neque velit dolore eius dolor. Numquam velit tempora magnam modi adipisci neque. Neque ut est ipsum labore sit.,task,2021-08-17 11:31:34,chat,,
47,48,514,2,1,514,804,280,2021-09-14 00:38:21,Etincidunt sit velit amet. Porro voluptatem consectetur est adipisci aliquam ut voluptatem. Ut numquam voluptatem modi velit. Consectetur tempora sed adipisci sed dolorem est adipisci. Sit amet consectetur tempora dolor dolorem. Ut non adipisci consectetur ipsum.,2022-08-09 22:47:35,,,urgent,False,gsmith@ford.net,open,Non non quiquia dolorem eius ipsum quiquia modi. Ipsum quaerat numquam adipisci. Etincidunt sit non eius. Non labore consectetur modi adipisci dolorem. Sed sit eius modi neque porro quaerat. Quiquia labore ut quisquam ipsum ut aliquam. Quaerat voluptatem tempora dolore. Quiquia etincidunt porro adipisci dolorem. Ipsum eius consectetur ut velit porro. Labore dolor porro sit.,incident,2021-09-20 23:45:53,facebook_message,,
48,49,514,1,5,514,202,532,2021-03-18 06:08:30,Aliquam porro neque porro sit consectetur tempora dolore. Porro quisquam non tempora velit est. Voluptatem amet quiquia labore modi eius adipisci. Velit eius porro amet quaerat. Neque velit numquam magnam ut amet quaerat. Quaerat labore aliquam dolore velit labore amet porro. Magnam dolore consectetur porro dolorem ut dolore quisquam. Dolor consectetur aliquam ipsum adipisci ipsum amet.,2021-11-20 04:36:49,,,normal,False,pcontreras@gmail.com,new,Modi voluptatem tempora ipsum est aliquam. Labore amet tempora neque amet eius. Porro neque numquam sed dolorem neque. Tempora ipsum dolore ut adipisci quiquia tempora. Labore quiquia dolorem est sit etincidunt velit. Porro ut voluptatem dolorem quiquia dolore velit. Quiquia quaerat modi ipsum non quiquia etincidunt dolorem. Etincidunt quiquia aliquam etincidunt voluptatem quaerat aliquam modi. Ipsum neque quaerat velit quaerat. Sed voluptatem quiquia non velit tempora.,question,2021-09-25 03:26:38,chat,,
49,50,514,5,3,514,733,598,2021-05-12 21:51:43,Voluptatem non dolor neque consectetur. Sed quisquam dolorem consectetur. Voluptatem sit neque amet. Sed ipsum quaerat tempora. Modi consectetur dolorem ipsum sit numquam. Neque est voluptatem sed non amet est etincidunt. Modi amet porro quisquam. Dolore ut quiquia quisquam quiquia non numquam. Labore etincidunt dolore quisquam.,2021-06-14 04:28:58,,,urgent,False,samuel85@cannon-johnson.net,on-hold,Ut dolore eius labore. Sed labore modi non porro voluptatem sed. Neque magnam voluptatem quiquia quaerat. Est est adipisci dolor amet quiquia. Magnam sit est numquam dolor.,problem,2021-07-18 16:28:24,helpcenter,,
50,51,514,1,3,514,816,816,2021-03-12 16:36:44,Dolor neque neque aliquam consectetur. Neque numquam consectetur voluptatem porro. Dolor amet ipsum modi. Voluptatem dolorem est velit. Voluptatem sed est tempora consectetur ut consectetur. Magnam voluptatem quisquam modi quiquia. Non neque sed ut etincidunt est. Amet etincidunt dolore est etincidunt. Eius voluptatem aliquam modi aliquam voluptatem porro. Dolorem sed labore quisquam magnam.,2021-08-06 19:30:42,,,high,True,melissadillon@nguyen.com,new,Sit ipsum numquam porro porro. Modi aliquam magnam dolor labore dolor consectetur amet. Ipsum quaerat consectetur dolor porro eius consectetur. Dolor modi quisquam quisquam etincidunt ipsum aliquam. Eius est aliquam amet adipisci porro est.,problem,2022-01-24 22:43:06,web_form,,
51,52,514,2,1,514,49,775,2021-06-30 07:22:59,Non velit aliquam ipsum magnam. Est velit aliquam sit ut neque. Dolorem consectetur aliquam consectetur est. Tempora modi magnam quaerat eius non porro. Est porro dolorem modi tempora quisquam porro.,2022-04-22 12:07:04,,,urgent,True,fischerspencer@yahoo.com,solved,Consectetur dolore non ipsum dolore. Porro amet eius dolor adipisci voluptatem sed. Non eius porro porro. Eius neque quisquam ut. Voluptatem ipsum quisquam tempora quisquam dolorem non aliquam. Voluptatem neque sit consectetur ut consectetur quaerat consectetur. Velit est porro dolorem quisquam.,question,2021-10-22 02:20:19,web_form,,
52,53,514,1,4,514,376,69,2021-09-17 10:23:52,Velit quisquam aliquam porro aliquam magnam. Modi porro ut numquam sed. Tempora adipisci ut eius voluptatem quaerat eius amet. Eius amet numquam dolorem aliquam sit porro. Etincidunt dolor est velit sit. Neque velit labore dolore ipsum dolore quisquam. Ut etincidunt amet ut non aliquam sit. Dolore velit porro dolor. Aliquam adipisci velit velit tempora. Magnam quaerat ipsum porro aliquam quiquia quisquam est.,2022-05-15 05:18:35,,,urgent,False,ypierce@velez-harris.info,pending,Magnam quaerat tempora sit neque. Quiquia dolorem labore quaerat dolor sit ipsum. Quiquia dolor amet adipisci numquam porro numquam dolorem. Eius ipsum neque tempora velit. Est quisquam ut quiquia quiquia dolore. Labore magnam sed adipisci sed magnam numquam. Dolore tempora ipsum dolore est eius. Modi amet quisquam aliquam. Quaerat ipsum est aliquam sit.,task,2022-07-28 18:31:44,web_form,,
53,54,514,2,1,514,968,202,2022-07-08 08:18:57,Labore tempora ut eius neque. Adipisci numquam voluptatem dolor numquam. Ut amet ut quiquia magnam. Quisquam adipisci etincidunt ipsum. Modi porro quiquia neque ut. Velit dolorem sed ut adipisci aliquam numquam. Neque voluptatem ut sit sit aliquam dolorem. Modi dolorem non aliquam dolore numquam consectetur aliquam.,2022-10-12 20:00:47,,,high,False,trobinson@yahoo.com,pending,Ut labore tempora sed. Adipisci dolorem sit quisquam ut non ut aliquam. Modi ipsum magnam aliquam quaerat etincidunt porro quisquam. Neque numquam consectetur sit neque aliquam tempora. Sit quaerat tempora porro consectetur. Non quisquam labore consectetur modi labore ipsum. Eius numquam non voluptatem dolorem dolorem. Non dolore ut magnam velit. Tempora modi dolore sit tempora porro magnam aliquam.,incident,2023-07-03 11:58:14,facebook_message,,
54,55,514,4,3,514,630,537,2021-09-07 20:32:45,Consectetur modi quiquia velit amet. Non est amet etincidunt aliquam est. Dolor neque eius neque velit eius ut. Dolorem quiquia voluptatem amet. Dolorem non amet voluptatem sit ut dolor. Dolore non dolorem etincidunt. Quisquam ut ipsum voluptatem. Quaerat tempora adipisci dolor. Ipsum est numquam consectetur eius.,2021-09-17 04:54:46,,,urgent,False,patrickmcdonald@fowler.info,pending,Etincidunt quiquia porro quiquia aliquam modi porro ipsum. Neque etincidunt neque dolorem amet quisquam. Dolor quaerat consectetur etincidunt dolorem quisquam. Modi ut non modi est quisquam. Velit dolorem dolor amet. Adipisci velit quiquia modi labore numquam aliquam. Eius neque aliquam aliquam est dolorem quiquia aliquam. Consectetur velit dolorem modi. Etincidunt dolorem dolor eius aliquam velit. Dolore dolore dolor voluptatem ut voluptatem.,problem,2022-06-20 04:23:53,chat,,
55,56,514,4,5,514,580,944,2021-07-21 09:09:47,Numquam labore tempora ipsum numquam ut aliquam. Neque ut modi dolorem aliquam labore porro est. Tempora est ut est etincidunt est. Modi amet voluptatem porro amet consectetur. Sed adipisci porro quiquia neque modi. Neque numquam modi voluptatem porro dolorem aliquam neque.,2021-08-09 05:17:43,,,low,False,dunngary@peterson-reyes.com,on-hold,Aliquam neque ut velit numquam consectetur adipisci sed. Dolorem labore quiquia est. Dolorem velit dolorem ut tempora adipisci dolorem. Ut sed quaerat tempora voluptatem. Neque tempora modi adipisci. Quisquam sit etincidunt est quaerat.,incident,2022-06-24 14:14:09,facebook_message,,
56,57,514,5,1,514,636,929,2022-09-12 03:02:35,Labore ipsum dolor quisquam. Sit est neque dolorem quisquam dolorem. Etincidunt etincidunt voluptatem porro ipsum velit. Est adipisci modi dolor dolore. Amet est dolore eius amet. Quiquia adipisci quisquam quaerat. Quiquia etincidunt ipsum aliquam. Sed adipisci ipsum sed magnam dolor. Quiquia voluptatem sit velit dolore.,2023-02-21 00:34:06,,,urgent,False,navarrobrian@gmail.com,open,Porro quiquia sed voluptatem amet. Consectetur dolor dolor sed sed. Sed amet voluptatem aliquam porro modi. Eius quiquia labore dolor modi aliquam. Aliquam neque modi numquam sit. Dolore neque amet velit.,question,2023-04-25 15:03:50,chat,,
